woi_OrderItemId,woi_OrderId,woi_WebIdEn,woi_SKU,woi_Name,woi_Quantity,woi_ItemTotal
786,65144,55150,87752033968,La Maison Bleue Sauvignon Blanc,1,40.68
787,65144,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
788,65144,58831,7290006744852,Mony M Shiraz,1,33.05
789,65144,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
790,65144,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
791,65144,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
792,65149,62775,7290008921732,Tishbi Rosé,1,50
793,65149,58130,7290108620498,Zion Capital Lions Gate Rosé,1,50
794,65149,8162,7290010888146,Ramat Negev Kadesh Barnea Rosé,1,50
795,65149,9231,7290006744913,Mony Nahal Caladoc Rosé,1,50
796,65150,62640,765066166588,Ben Ami Merkava,1,156.78
797,65150,62647,765066166571,Ben Ami Harei Besamim,1,131.36
798,65151,53940,850008847585,Tabernacle Betzalel Cabernet Sauvignon,2,313.56
799,65151,7887,7290015279741,Jezreel Carignan,3,305.08
800,65151,7903,7290013910356,La Foret Blanche Dvir Cabernet Sauvignon,2,203.39
801,65152,73,7290018414354,Gvaot Cabernet Sauvignon,1,101.69
802,65152,9640,7290018870389,Tzora Judean Hills Blanc,1,101.69
803,65156,62159,7290019462682,Chateau Remo Chardonnay,1,84.75
804,65157,7874,7290010173068,Galil Mountain Bar Cabernet Sauvignon,3,96.61
805,65157,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
806,65157,7809,7290016693898,Hayotzer Bereshit Petit Verdot,1,33.05
807,65157,56293,7290008921053,Tishbi Adom Sagol,1,33.05
808,65157,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
809,65157,53271,7290017323695,Jerusalem Wineries Vintage Malbec Shiraz,1,33.05
810,65157,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
811,65157,58831,7290006744852,Mony M Shiraz,1,33.05
812,65157,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
813,65157,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
814,65158,61590,7290002363392,Shorr Portofino,1,84.75
815,65161,1863,7290016693928,Hayotzer Legato Barbera,1,50
816,65161,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,1,33.05
817,65161,53271,7290017323695,Jerusalem Wineries Vintage Malbec Shiraz,1,33.05
818,65161,125,7290010888177,Ramat Negev Kadesh Barnea Cabernet Sauvignon,1,50
819,65161,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
820,65161,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
821,65161,9323,7290006744876,Mony Nahal Petite Sirah,1,50
822,65161,61590,7290002363392,Shorr Portofino,1,84.75
823,65161,58789,7290017647722,Gamla Blanco,1,50.85
824,65161,7774,7290017289779,Teperberg Inspire Malbec Marselan,1,59.32
825,65161,55081,7290017324562,Jerusalem Wineries Vintage Moscato,1,32.2
826,65161,7756,7290103681241,Tabor Moscato,1,33.05
827,65162,57678,7290010880003,Lavie Dark Chocolate Liqueur,6,355.93
828,65162,57818,7290018858035,Hollander Hollander Lemon & Ginger Liqueur,1,74.58
829,65164,171,7290018907665,Yaacov Oryah Alpha Omega Chenin Blanc,1,114.41
830,65164,1883,7290010888443,Ramat Negev Ramon Malbec,1,127.12
831,65165,8053,7290018414323,Gvaot Gofna Pinot Noir Reserve,1,135.59
832,65167,9640,7290018870389,Tzora Judean Hills Blanc,6,610.17
833,65167,58874,7290019697138,Flam Camellia,3,419.49
834,65167,59144,7443017560151,Nana Chardonnay,1,93.22
835,65169,56293,7290008921053,Tishbi Adom Sagol,1,33.05
836,65169,53193,7290014440845,Midbar 22 Cabernet Sauvignon,1,33.9
837,65169,58831,7290006744852,Mony M Shiraz,1,33.05
838,65169,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
839,65169,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
840,65169,8094,7290017323428,Jerusalem Wineries King's Cellar Rosé,1,33.05
841,65169,58184,7290014440104,Midbar 22 Chardonnay,1,33.9
842,65169,55160,7290006873552,Jerusalem Wineries Premium Red Blend,1,50
843,65169,62775,7290008921732,Tishbi Rosé,1,50
844,65169,58230,7290018940273,Hayotzer Danza Swing,1,50
845,65176,8254,7290101582359,Binyamina Moshava Chardonnay,1,33.05
846,65176,1863,7290016693928,Hayotzer Legato Barbera,1,50
847,65176,9164,7290015781107,Teperberg Impression Sangiovese,1,38.14
848,65176,58831,7290006744852,Mony M Shiraz,1,33.05
849,65176,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
850,65176,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
851,65176,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
852,65182,62947,7290015634182,Ella Valley Zimrat Hakerem Red,7,350
853,65189,21,7290101582403,Binyamina Moshava Shiraz,6,198.31
854,65189,9164,7290015781107,Teperberg Impression Sangiovese,3,114.41
855,65189,,7290018810033,Teperberg Essence Malbec,3,266.95
856,65189,71,7290011253127,Gush Etzion Spring River GSM,3,216.1
857,65189,59028,859372006062,Sadot TPS,3,251.69
858,65189,62947,7290015634182,Ella Valley Zimrat Hakerem Red,3,150
859,65189,64966,7290006744715,Mony Estate Reserve Merlot,3,226.27
860,65191,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
861,65191,58221,7290020284389,Jezreel Gewurztraminer,2,133.9
862,65191,1843,7290010587889,Tulip Syrah Reserve,1,97.46
863,65191,64982,710497656566,Benattar Roussane,1,97.46
864,65196,8254,7290101582359,Binyamina Moshava Chardonnay,1,33.05
865,65196,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
866,65196,8886,7290006744500,Mony M Colombard,1,33.05
867,65196,58831,7290006744852,Mony M Shiraz,1,33.05
868,65196,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
869,65196,56293,7290008921053,Tishbi Adom Sagol,1,33.05
870,65196,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
871,65196,62775,7290008921732,Tishbi Rosé,1,50
872,65196,62762,7290108620207,Zion Imperial Exotic Blend,1,32.2
873,65199,8254,7290101582359,Binyamina Moshava Chardonnay,1,33.05
874,65199,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
875,65199,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
876,65199,8886,7290006744500,Mony M Colombard,1,33.05
877,65199,58831,7290006744852,Mony M Shiraz,1,33.05
878,65199,56293,7290008921053,Tishbi Adom Sagol,1,33.05
879,65199,62775,7290008921732,Tishbi Rosé,1,50
880,65199,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
881,65199,62762,7290108620207,Zion Imperial Exotic Blend,1,32.2
882,65199,62947,7290015634182,Ella Valley Zimrat Hakerem Red,9,450
883,65199,8886,7290006744500,Mony M Colombard,3,99.15
884,65199,21,7290101582403,Binyamina Moshava Shiraz,3,99.15
885,65200,1727,7290006505200,Kishor Metzudat Tefen,1,122.88
886,65205,62779,7290008921855,Tishbi Vineyards Cabernet Franc,5,250
887,65205,8254,7290101582359,Binyamina Moshava Chardonnay,2,66.1
888,65205,21,7290101582403,Binyamina Moshava Shiraz,2,66.1
889,65205,62947,7290015634182,Ella Valley Zimrat Hakerem Red,10,500
890,65205,8886,7290006744500,Mony M Colombard,2,66.1
891,65205,58831,7290006744852,Mony M Shiraz,2,66.1
892,65205,56293,7290008921053,Tishbi Adom Sagol,2,66.1
893,65205,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,2,100
894,65205,62762,7290108620207,Zion Imperial Exotic Blend,2,64.41
895,65206,1854,7290010587469,Tulip Cabernet Sauvignon,1,66.95
896,65206,1732,7290006505286,Kishor Syrah,1,83.9
897,65206,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
898,65206,62147,7290010287574,Shorr Sha'ar HaGai Cabernet Sauvignon,1,84.75
899,65206,7736,7290018907054,Pinto Rosé,1,75.42
900,65207,8254,7290101582359,Binyamina Moshava Chardonnay,1,33.05
901,65207,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
902,65207,8886,7290006744500,Mony M Colombard,1,33.05
903,65207,58831,7290006744852,Mony M Shiraz,1,33.05
904,65207,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
905,65207,56293,7290008921053,Tishbi Adom Sagol,1,33.05
906,65207,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
907,65207,62762,7290108620207,Zion Imperial Exotic Blend,1,32.2
908,65208,8254,7290101582359,Binyamina Moshava Chardonnay,1,33.05
909,65208,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
910,65208,8886,7290006744500,Mony M Colombard,1,33.05
911,65208,58831,7290006744852,Mony M Shiraz,1,33.05
912,65208,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
913,65208,56293,7290008921053,Tishbi Adom Sagol,1,33.05
914,65208,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
915,65208,62762,7290108620207,Zion Imperial Exotic Blend,1,32.2
916,65230,58831,7290006744852,Mony M Shiraz,2,66.1
917,65230,9164,7290015781107,Teperberg Impression Sangiovese,2,76.27
918,65230,8094,7290017323428,Jerusalem Wineries King's Cellar Rosé,3,99.15
919,65230,57246,7290008921022,Tishbi French Riesling,3,99.15
920,65236,7527,7290017309323,Eviatar Neburia,1,110.17
921,65236,122,729001125801,Pasco BDX,1,93.22
922,65279,7838,7290011240516,1848 2nd Generation Cabernet Sauvignon,1,63.56
923,65279,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,1,33.05
924,65279,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
925,65279,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
926,65279,7874,7290010173068,Galil Mountain Bar Cabernet Sauvignon,1,32.2
927,65279,78,7290018414347,Gvaot Merlot,1,101.69
928,65279,8053,7290018414323,Gvaot Gofna Pinot Noir Reserve,1,135.59
929,65279,53271,7290017323695,Jerusalem Wineries Vintage Malbec Shiraz,1,33.05
930,65280,58810,7290010608041,Yaffo Sauvage White,2,133.9
931,65280,64982,710497656566,Benattar Roussane,1,97.46
932,65280,17,321654876546,Backoushe Semillon The Tailor,3,305.08
933,65280,57878,7290108620504,Zion Capital Lions Gate White,2,100
934,65280,61856,2024060603,Carmei Mevorach Desert Red,1,97.46
935,65280,59028,859372006062,Sadot TPS,1,83.9
936,65280,52588,7290015951463,Golan Heights Yarden 2T,1,101.69
937,65300,61701,7290003245369,Negohot White Honey,2,76.28
938,65301,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,1,33.05
939,65301,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
940,65301,8254,7290101582359,Binyamina Moshava Chardonnay,1,33.05
941,65301,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
942,65301,58184,7290014440104,Midbar 22 Chardonnay,1,33.9
943,65301,8886,7290006744500,Mony M Colombard,1,33.05
944,65301,58831,7290006744852,Mony M Shiraz,1,33.05
945,65301,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
946,65301,62762,7290108620207,Zion Imperial Exotic Blend,1,32.2
947,65301,56293,7290008921053,Tishbi Adom Sagol,1,33.05
948,65307,64994,2024060602,Carmei Mevorach Ketef Batarim,1,122.88
949,65307,64990,321321333,HaRoe Petit Verdot,1,114.41
950,65307,64986,7290012029523,Ramot Naftaly Petit Verdot,1,110.17
951,65307,64977,710497655392,Simia Colombard,1,80.51
952,65307,7838,7290011240516,1848 2nd Generation Cabernet Sauvignon,1,63.56
953,65307,4449,7290011240554,1848 5th Generation Cabernet Franc,1,80.51
954,65307,7495,7290011210564,Binyamina Yogev Cabernet Sauvignon Petit Verdot,1,38.14
955,65307,72,7290018414415,Gvaot Gofna Cabernet Franc Reserve,1,143.22
956,65307,7850,7290018414439,Gvaot Gofna Cabernet Sauvignon Reserve,1,143.22
957,65307,1487,7290006505316,Kishor Cabernet Franc,1,83.9
958,65307,1727,7290006505200,Kishor Metzudat Tefen,1,122.88
959,65307,62319,7290013910578,La Foret Blanche Dvir Petit Verdot,1,101.69
960,65307,8881,8430664000085,Memorias Finca Zerezal Bobal Reserva,1,165.25
961,65307,,7290103681722,Tabor Judaica Vineyard Cabernet Sauvignon,1,93.22
962,65307,56457,7290019289050,Telem Red,1,76.27
963,65310,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,2,66.1
964,65310,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
965,65310,58230,7290018940273,Hayotzer Danza Swing,1,50
966,65310,55138,7290015137003,Jerusalem Wineries Premium Cabernet Sauvignon,1,50
967,65310,55160,7290006873552,Jerusalem Wineries Premium Red Blend,1,50
968,65310,7774,7290017289779,Teperberg Inspire Malbec Marselan,1,59.32
969,65310,59028,859372006062,Sadot TPS,1,83.9
970,65310,53193,7290014440845,Midbar 22 Cabernet Sauvignon,1,33.9
971,65311,57595,7290004528560,Adir Kerem Ben Zimra Sauvignon Blanc,6,452.54
972,65394,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,1,33.05
973,65394,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
974,65394,8254,7290101582359,Binyamina Moshava Chardonnay,1,33.05
975,65394,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
976,65394,58184,7290014440104,Midbar 22 Chardonnay,1,33.9
977,65394,8886,7290006744500,Mony M Colombard,1,33.05
978,65394,58831,7290006744852,Mony M Shiraz,1,33.05
979,65394,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
980,65394,62762,7290108620207,Zion Imperial Exotic Blend,1,32.2
981,65394,56293,7290008921053,Tishbi Adom Sagol,1,33.05
982,65398,7838,7290011240516,1848 2nd Generation Cabernet Sauvignon,1,63.56
983,65398,,7290103681722,Tabor Judaica Vineyard Cabernet Sauvignon,1,93.22
984,65398,62382,729008426213,Chevel Yehuda Hetzron,1,97.46
985,65398,57222,7290005491252,Tishbi Strawberry Chardonnay Preserves,1,21.19
986,65398,61701,7290003245369,Negohot White Honey,1,38.14
987,65404,57088,7290010517909,Flam White Label,3,419.49
988,65404,58874,7290019697138,Flam Camellia,1,139.83
989,65405,58831,7290006744852,Mony M Shiraz,1,33.05
990,65405,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
991,65405,1863,7290016693928,Hayotzer Legato Barbera,1,50
992,65405,55160,7290006873552,Jerusalem Wineries Premium Red Blend,1,50
993,65405,9332,7290108620061,Zion Estate Shiraz,1,33.05
994,65405,7495,7290011210564,Binyamina Yogev Cabernet Sauvignon Petit Verdot,1,38.14
995,65405,9650,705632682074,Cantina Giuliano Chianti,1,66.95
996,65405,7486,7290010608003,Yaffo Sauvage Carignan,1,66.95
997,65406,129,7290010888542,Ramat Negev Neve Midbar Pinot Gris,1,66.95
998,65406,8836,7290011240547,1848 2nd Generation Rosé,1,63.56
999,65406,62193,7290010888726,Ramat Negev BaHuena,1,63.56
1000,65406,7924,693493229203,Shiran Song of the Birds,1,109.32
1001,65406,7486,7290010608003,Yaffo Sauvage Carignan,1,66.95
1002,65407,57246,7290008921022,Tishbi French Riesling,2,66.1
1003,65407,7720,7290006744982,Mony M Wave,1,33.05
1004,65407,8886,7290006744500,Mony M Colombard,1,33.05
1005,65407,57878,7290108620504,Zion Capital Lions Gate White,1,50
1006,65407,58221,7290020284389,Jezreel Gewurztraminer,1,75.42
1007,65407,8254,7290101582359,Binyamina Moshava Chardonnay,2,66.1
1008,65410,57088,7290010517909,Flam White Label,1,139.83
1009,65414,58831,7290006744852,Mony M Shiraz,1,33.05
1010,65414,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
1011,65414,1863,7290016693928,Hayotzer Legato Barbera,1,50
1012,65414,55160,7290006873552,Jerusalem Wineries Premium Red Blend,1,50
1013,65414,7486,7290010608003,Yaffo Sauvage Carignan,1,66.95
1014,65414,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
1015,65414,9323,7290006744876,Mony Nahal Petite Sirah,1,50
1016,65414,58230,7290018940273,Hayotzer Danza Swing,1,50
1017,65451,54154,4260345270605,Von Hovel Saar Riesling Kabinett,1,118.64
1018,65451,4455,7290011240752,1848 2nd Generation Chardonnay,4,254.24
1019,65451,8101,7290017323701,Jerusalem Wineries Vintage Chardonnay,1,33.05
1020,65451,64952,7290019158288,Tura Mountain Vista Sauvignon Blanc,1,66.95
1021,65451,62791,7290103681937,Tabor Artisanal Chenin Blanc,1,55.08
1022,65461,65421,7290008497824,Agur Rosé,2,157.63
1023,65461,62791,7290103681937,Tabor Artisanal Chenin Blanc,2,110.17
1024,65461,62185,7290018907429,Pinto Chenin Blanc,1,67.8
1025,65461,9393,7290008497831,Agur Blanc,1,78.81
1026,65461,52522,7290013910509,La Foret Blanche Talpiot White,1,66.95
1027,65463,64956,7290015634076,Ella Valley Estate Chardonnay,1,66.95
1028,65463,58184,7290014440104,Midbar 22 Chardonnay,1,33.9
1029,65463,9210,7290017324487,Jerusalem Wineries Windmill Cabernet Sauvignon,2,169.49
1030,65463,55160,7290006873552,Jerusalem Wineries Premium Red Blend,1,50
1031,65463,1467,7290006505224,Kishor Red Blend,2,144.07
1032,65463,62193,7290010888726,Ramat Negev BaHuena,1,63.56
1033,65463,71,7290011253127,Gush Etzion Spring River GSM,1,72.03
1034,65471,7990,321654876548,Backoushe The Blacksmith,1,112.71
1035,65471,58835,760851174762,Munitz Ella Viognier,1,80.51
1036,65471,59028,859372006062,Sadot TPS,1,79.7
1037,65471,61586,693493186971,Sanilevich French Colombard,1,88.56
1038,65471,9323,7290006744876,Mony Nahal Petite Sirah,1,47.5
1039,65471,1863,7290016693928,Hayotzer Legato Barbera,1,47.5
1040,65471,4449,7290011240554,1848 5th Generation Cabernet Franc,1,76.48
1041,65471,53914,7290017983172,Adir Kerem Ben Zimra Grenache Blanc,1,71.65
1042,65471,9393,7290008497831,Agur Blanc,1,74.87
1043,65471,62159,7290019462682,Chateau Remo Chardonnay,1,80.51
1044,65471,61701,7290003245369,Negohot White Honey,1,36.23
1045,65471,57222,7290005491252,Tishbi Strawberry Chardonnay Preserves,1,20.13
1046,65483,8898,7290019158431,Tura Mountain Vista Rosé,5,381.36
1047,65498,52545,4260097317986,Gehring Roter Hang Riesling,3,226.27
1048,65498,62775,7290008921732,Tishbi Rosé,1,50
1049,65498,52522,7290013910509,La Foret Blanche Talpiot White,1,66.95
1050,65502,57590,7290006744371,Mony Estate Reserve Rosé,4,301.69
1051,65504,7495,7290011210564,Binyamina Yogev Cabernet Sauvignon Petit Verdot,2,70.17
1052,65504,7874,7290010173068,Galil Mountain Bar Cabernet Sauvignon,2,59.25
1053,65504,55138,7290015137003,Jerusalem Wineries Premium Cabernet Sauvignon,2,92
1054,65504,53197,7290014440913,Midbar 22 Cabernet Franc,2,62.37
1055,65504,9323,7290006744876,Mony Nahal Petite Sirah,1,46
1056,65504,4449,7290011240554,1848 5th Generation Cabernet Franc,1,74.07
1057,65504,7838,7290011240516,1848 2nd Generation Cabernet Sauvignon,1,58.47
1058,65504,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,2,60.81
1059,65504,21,7290101582403,Binyamina Moshava Shiraz,2,60.81
1060,65504,53197,7290014440913,Midbar 22 Cabernet Franc,2,62.37
1061,65504,58831,7290006744852,Mony M Shiraz,1,30.41
1062,65508,29,7290019462798,Chateau Remo Hosen Blend,2,169.49
1063,65508,1467,7290006505224,Kishor Red Blend,3,216.1
1064,65508,9210,7290017324487,Jerusalem Wineries Windmill Cabernet Sauvignon,1,84.75
1065,65508,4449,7290011240554,1848 5th Generation Cabernet Franc,2,161.02
1066,65508,119,7290018795071,Ouriel Blend,1,75.42
1067,65508,124,7290010888153,Ramat Negev Kadesh Barnea Negev,3,150
1068,65508,65438,7290010287598,Shorr Sha’ar HaGai Red Blend,3,254.24
1069,65508,1854,7290010587469,Tulip Cabernet Sauvignon,4,267.8
1070,65510,56902,667100,Bonnet-Ponson Champagne Extra Brut,1,216.1
1071,65510,7788,7290014466470,Golan Heights Yarden Brut Rosé,1,135.59
1072,65510,8116,7290013910554,La Foret Blanche Ariel Blend,1,135.59
1073,65510,141,693493176170,Shiran The Trio,1,109.32
1074,65510,7924,693493229203,Shiran Song of the Birds,1,109.32
1075,65510,8313,7290011253066,Lahat Red Blend,1,109.32
1076,65510,3875,321654876547,Backoushe The Carpenter,1,110.17
1077,65510,53108,7290015279574,Jezreel Meggido Special Reserve,1,93.22
1078,65510,83,7290018414330,Gvaot Vineyards Dance,1,101.69
1079,65510,7486,7290010608003,Yaffo Sauvage Carignan,1,66.95
1080,65510,8154,87752025970,Netofa DOR Syrah,1,161.02
1081,65510,79,7290018414217,Gvaot Nave,1,75.42
1082,65514,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,1,33.05
1083,65514,8254,7290101582359,Binyamina Moshava Chardonnay,1,33.05
1084,65514,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
1085,65514,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
1086,65514,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
1087,65514,58184,7290014440104,Midbar 22 Chardonnay,1,33.9
1088,65514,8886,7290006744500,Mony M Colombard,1,33.05
1089,65514,58831,7290006744852,Mony M Shiraz,1,33.05
1090,65514,56293,7290008921053,Tishbi Adom Sagol,1,33.05
1091,65514,62762,7290108620207,Zion Imperial Exotic Blend,1,32.2
1092,65540,8898,7290019158431,Tura Mountain Vista Rosé,5,381.36
1093,65565,58831,7290006744852,Mony M Shiraz,1,33.05
1094,65565,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
1095,65565,125,7290010888177,Ramat Negev Kadesh Barnea Cabernet Sauvignon,1,50
1096,65565,9323,7290006744876,Mony Nahal Petite Sirah,1,50
1097,65565,55138,7290015137003,Jerusalem Wineries Premium Cabernet Sauvignon,1,50
1098,65565,55160,7290006873552,Jerusalem Wineries Premium Red Blend,1,50
1099,65565,7535,7290008807128,Binyamina Yogev Cabernet Sauvignon Shiraz,1,38.14
1100,65565,71,7290011253127,Gush Etzion Spring River GSM,1,72.03
1101,65568,59144,7443017560151,Nana Chardonnay,2,186.44
1102,65568,8006,7290019369530,Castel 'C' Blanc du Castel,2,254.24
1103,65579,4449,7290011240554,1848 5th Generation Cabernet Franc,3,241.53
1104,65579,58862,7290008497893,Agur Layam Red,1,101.69
1105,65579,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,2,66.1
1106,65579,8178,7290018810514,Teperberg Essence Malbec,3,266.95
1107,65579,62159,7290019462682,Chateau Remo Chardonnay,4,338.98
1108,65579,52545,4260097317986,Gehring Roter Hang Riesling,2,150.85
1109,65579,57878,7290108620504,Zion Capital Lions Gate White,2,100
1110,65579,62155,7290018843420,Tel Shifon Telshi Riesling,1,101.69
1111,65580,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
1112,65580,8254,7290101582359,Binyamina Moshava Chardonnay,3,99.15
1113,65580,9231,7290006744913,Mony Nahal Caladoc Rosé,2,100
1114,65580,58184,7290014440104,Midbar 22 Chardonnay,1,33.9
1115,65580,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
1116,65580,8101,7290017323701,Jerusalem Wineries Vintage Chardonnay,1,33.05
1117,65580,9650,705632682074,Cantina Giuliano Chianti,2,133.9
1118,65580,8886,7290006744500,Mony M Colombard,1,33.05
1119,65581,58184,7290014440104,Midbar 22 Chardonnay,1,33.9
1120,65581,126,7290010888238,Ramat Negev Kadesh Barnea Malbec,1,50
1121,65581,8254,7290101582359,Binyamina Moshava Chardonnay,1,33.05
1122,65581,8094,7290017323428,Jerusalem Wineries King's Cellar Rosé,1,33.05
1123,65581,9323,7290006744876,Mony Nahal Petite Sirah,1,50
1124,65583,57814,7290018858004,Hollander Grapefruit & Hops Liqueur,1,74.58
1125,65584,65430,7290018872147,Agadis Andalus Red Blend,1,93.22
1126,65584,1843,7290010587889,Tulip Syrah Reserve,1,97.46
1127,65584,8898,7290019158431,Tura Mountain Vista Rosé,1,76.27
1128,65584,141,693493176170,Shiran The Trio,1,109.32
1129,65584,7990,321654876548,Backoushe The Blacksmith,1,118.64
1130,65584,61586,693493186971,Sanilevich French Colombard,1,93.22
1131,65584,8154,87752025970,Netofa DOR Syrah,1,161.02
1132,65584,7781,87752025413,Ramon Cardova Rioja Old Vines Reserva,1,101.69
1133,65589,7838,7290011240516,1848 2nd Generation Cabernet Sauvignon,1,63.56
1134,65589,1854,7290010587469,Tulip Cabernet Sauvignon,1,66.95
1135,65589,53108,7290015279574,Jezreel Meggido Special Reserve,1,93.22
1136,65589,9323,7290006744876,Mony Nahal Petite Sirah,1,50
1137,65589,7495,7290011210564,Binyamina Yogev Cabernet Sauvignon Petit Verdot,1,38.14
1138,65590,7809,7290016693898,Hayotzer Bereshit Petit Verdot,1,33.05
1139,65590,62762,7290108620207,Zion Imperial Exotic Blend,1,32.2
1140,65591,9323,7290006744876,Mony Nahal Petite Sirah,1,50
1141,65591,9332,7290108620061,Zion Estate Shiraz,1,33.05
1142,65591,56293,7290008921053,Tishbi Adom Sagol,1,33.05
1143,65591,9164,7290015781107,Teperberg Impression Sangiovese,1,38.14
1144,65591,1863,7290016693928,Hayotzer Legato Barbera,1,50
1145,65591,64952,7290019158288,Tura Mountain Vista Sauvignon Blanc,1,66.95
1146,65591,57878,7290108620504,Zion Capital Lions Gate White,1,50
1147,65591,7809,7290016693898,Hayotzer Bereshit Petit Verdot,1,33.05
1148,65603,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,1,33.05
1149,65603,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
1150,65603,8254,7290101582359,Binyamina Moshava Chardonnay,1,33.05
1151,65603,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
1152,65603,58184,7290014440104,Midbar 22 Chardonnay,1,33.9
1153,65603,8886,7290006744500,Mony M Colombard,1,33.05
1154,65603,58831,7290006744852,Mony M Shiraz,1,33.05
1155,65603,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
1156,65603,62762,7290108620207,Zion Imperial Exotic Blend,1,32.2
1157,65603,56293,7290008921053,Tishbi Adom Sagol,1,33.05
1158,65609,129,7290010888542,Ramat Negev Neve Midbar Pinot Gris,1,66.95
1159,65609,62185,7290018907429,Pinto Chenin Blanc,1,67.8
1160,65609,71,7290011253127,Gush Etzion Spring River GSM,1,72.03
1161,65609,7895,7290015279338,Jezreel Dereh Hayam Rosé,1,76.27
1162,65609,62179,7290103682002,Tabor Judaica Vineyard Cabernet Sauvignon,1,93.22
1163,65609,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
1164,65610,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
1165,65610,124,7290010888153,Ramat Negev Kadesh Barnea Negev,1,50
1166,65610,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
1167,65610,8121,7290013910448,La Foret Blanche Talpiot Dry Red,1,66.95
1168,65610,7809,7290016693898,Hayotzer Bereshit Petit Verdot,1,33.05
1169,65610,7774,7290017289779,Teperberg Inspire Malbec Marselan,1,59.32
1170,65610,62193,7290010888726,Ramat Negev BaHuena,1,63.56
1171,65613,75,7290018414255,Gvaot Gofna Chardonnay Cabernet Sauvignon,2,201.69
1172,65613,78,7290018414347,Gvaot Merlot,1,101.69
1173,65613,7535,7290008807128,Binyamina Yogev Cabernet Sauvignon Shiraz,1,38.14
1174,65613,54127,7290019158301,Tura Limited Edition,1,72.03
1175,65613,53353,7290015279529,Jezreel Red Blend,1,75.42
1176,65613,1727,7290006505200,Kishor Metzudat Tefen,1,122.88
1177,65613,52462,7290018907061,Pinto Chardonnay,1,75.42
